GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC04_VC04,HC01_VC05,HC02_VC05,HC03_VC05,HC04_VC05,HC01_VC06,HC02_VC06,HC03_VC06,HC04_VC06,HC01_VC09,HC02_VC09,HC03_VC09,HC04_VC09,HC01_VC10,HC02_VC10,HC03_VC10,HC04_VC10,HC01_VC11,HC02_VC11,HC03_VC11,HC04_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC04_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC04_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC04_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC04_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC04_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC04_VC19,HC01_VC20,HC02_VC20,HC03_VC20,HC04_VC20,HC01_VC21,HC02_VC21,HC03_VC21,HC04_VC21,HC01_VC24,HC02_VC24,HC03_VC24,HC04_VC24,HC01_VC27,HC02_VC27,HC03_VC27,HC04_VC27,HC01_VC28,HC02_VC28,HC03_VC28,HC04_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC04_VC29,HC01_VC30,HC02_VC30,HC03_VC30,HC04_VC30,HC01_VC31,HC02_VC31,HC03_VC31,HC04_VC31,HC01_VC32,HC02_VC32,HC03_VC32,HC04_VC32,HC01_VC35,HC02_VC35,HC03_VC35,HC04_VC35,HC01_VC36,HC02_VC36,HC03_VC36,HC04_VC36,HC01_VC37,HC02_VC37,HC03_VC37,HC04_VC37,HC01_VC38,HC02_VC38,HC03_VC38,HC04_VC38,HC01_VC41,HC02_VC41,HC03_VC41,HC04_VC41,HC01_VC42,HC02_VC42,HC03_VC42,HC04_VC42,HC01_VC43,HC02_VC43,HC03_VC43,HC04_VC43,HC01_VC44,HC02_VC44,HC03_VC44,HC04_VC44,HC01_VC48,HC02_VC48,HC03_VC48,HC04_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC04_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC04_VC50,HC01_VC53,HC02_VC53,HC03_VC53,HC04_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC04_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC04_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC04_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC04_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC04_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC04_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC04_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC04_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC04_VC62,HC01_VC63,HC02_VC63,HC03_VC63,HC04_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC04_VC64,HC01_VC65,HC02_VC65,HC03_VC65,HC04_VC65,HC01_VC66,HC02_VC66,HC03_VC66,HC04_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC04_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC04_VC68,HC01_VC69,HC02_VC69,HC03_VC69,HC04_VC69,HC01_VC70,HC02_VC70,HC03_VC70,HC04_VC70,HC01_VC71,HC02_VC71,HC03_VC71,HC04_VC71,HC01_VC72,HC02_VC72,HC03_VC72,HC04_VC72,HC01_VC73,HC02_VC73,HC03_VC73,HC04_VC73,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC75,HC02_VC75,HC03_VC75,HC04_VC75,HC01_VC76,HC02_VC76,HC03_VC76,HC04_VC76,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC04_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC04_VC79,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC84,HC02_VC84,HC03_VC84,HC04_VC84,HC01_VC85,HC02_VC85,HC03_VC85,HC04_VC85,HC01_VC86,HC02_VC86,HC03_VC86,HC04_VC86,HC01_VC87,HC02_VC87,HC03_VC87,HC04_VC87,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC04_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC04_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98,HC01_VC99,HC02_VC99,HC03_VC99,HC04_VC99,HC01_VC100,HC02_VC100,HC03_VC100,HC04_VC100,HC01_VC101,HC02_VC101,HC03_VC101,HC04_VC101,HC01_VC102,HC02_VC102,HC03_VC102,HC04_VC102,HC01_VC103,HC02_VC103,HC03_VC103,HC04_VC103,HC01_VC104,HC02_VC104,HC03_VC104,HC04_VC104,HC01_VC105,HC02_VC105,HC03_VC105,HC04_VC105,HC01_VC106,HC02_VC106,HC03_VC106,HC04_VC106,HC01_VC107,HC02_VC107,HC03_VC107,HC04_VC107,HC01_VC109,HC02_VC109,HC03_VC109,HC04_VC109,HC01_VC113,HC02_VC113,HC03_VC113,HC04_VC113,HC01_VC114,HC02_VC114,HC03_VC114,HC04_VC114,HC01_VC115,HC02_VC115,HC03_VC115,HC04_VC115
8600000US02021,02021,ZCTA5 02021,22829,32,22829,(X),10722,408,47.0,1.8,12107,408,53.0,1.8,88.6,6.3,(X),(X),1259,226,5.5,1.0,1439,209,6.3,0.9,1702,235,7.5,1.0,1207,242,5.3,1.1,936,184,4.1,0.8,2942,503,12.9,2.2,3017,361,13.2,1.6,3525,275,15.4,1.2,1404,266,6.2,1.2,1397,235,6.1,1.0,1947,264,8.5,1.2,1262,189,5.5,0.8,792,173,3.5,0.8,41.1,2.0,(X),(X),5148,247,22.6,1.1,18198,283,79.7,1.2,17681,248,77.4,1.1,17181,267,75.3,1.2,4722,319,20.7,1.4,4001,265,17.5,1.2,17681,248,17681,(X),8241,359,46.6,1.8,9440,314,53.4,1.8,87.3,6.3,(X),(X),4001,265,4001,(X),1748,215,43.7,3.8,2253,183,56.3,3.8,77.6,12.1,(X),(X),22829,32,22829,(X),22305,216,97.7,1.0,524,217,2.3,1.0,22305,216,97.7,1.0,18956,644,83.0,2.8,1385,379,6.1,1.7,0,23,0.0,0.2,0,23,0.0,0.2,0,23,0.0,0.2,0,23,0.0,0.2,0,23,0.0,0.2,1637,414,7.2,1.8,465,220,2.0,1.0,794,232,3.5,1.0,53,48,0.2,0.2,0,23,0.0,0.2,5,8,0.0,0.1,205,136,0.9,0.6,115,89,0.5,0.4,12,19,0.1,0.1,0,23,0.0,0.2,12,19,0.1,0.1,0,23,0.0,0.2,0,23,0.0,0.2,315,220,1.4,1.0,524,217,2.3,1.0,80,97,0.4,0.4,0,23,0.0,0.2,229,153,1.0,0.7,0,23,0.0,0.2,22829,32,22829,(X),19337,621,84.7,2.7,1589,418,7.0,1.8,6,11,0.0,0.1,1976,468,8.7,2.0,32,36,0.1,0.2,439,265,1.9,1.2,22829,32,22829,(X),963,306,4.2,1.3,94,88,0.4,0.4,326,194,1.4,0.8,31,31,0.1,0.1,512,282,2.2,1.2,21866,306,95.8,1.3,18339,640,80.3,2.8,1383,379,6.1,1.7,0,23,0.0,0.2,1637,414,7.2,1.8,0,23,0.0,0.2,104,128,0.5,0.6,403,189,1.8,0.8,46,54,0.2,0.2,357,188,1.6,0.8,9257,283,(X),(X),16846,390,16846,(X),7861,405,46.7,1.9,8985,351,53.3,1.9
8600000US02026,02026,ZCTA5 02026,25362,41,25362,(X),12059,404,47.5,1.6,13303,406,52.5,1.6,90.6,5.8,(X),(X),1640,241,6.5,1.0,1030,158,4.1,0.6,1355,205,5.3,0.8,1434,268,5.7,1.1,1407,216,5.5,0.8,3349,376,13.2,1.5,2938,285,11.6,1.1,4079,335,16.1,1.3,1621,193,6.4,0.8,1495,210,5.9,0.8,2083,222,8.2,0.9,1919,198,7.6,0.8,1012,196,4.0,0.8,43.3,1.3,(X),(X),4910,224,19.4,0.9,21060,216,83.0,0.8,20452,235,80.6,0.9,19689,298,77.6,1.2,5720,362,22.6,1.4,5014,281,19.8,1.1,20452,235,20452,(X),9512,372,46.5,1.7,10940,343,53.5,1.7,86.9,5.8,(X),(X),5014,281,5014,(X),2025,189,40.4,2.8,2989,204,59.6,2.8,67.7,7.7,(X),(X),25362,41,25362,(X),24799,274,97.8,1.1,563,270,2.2,1.1,24799,274,97.8,1.1,21290,573,83.9,2.3,2184,472,8.6,1.9,58,54,0.2,0.2,0,23,0.0,0.1,0,23,0.0,0.1,0,23,0.0,0.1,0,23,0.0,0.1,664,225,2.6,0.9,224,153,0.9,0.6,139,88,0.5,0.3,52,39,0.2,0.2,117,111,0.5,0.4,0,23,0.0,0.1,33,47,0.1,0.2,99,100,0.4,0.4,0,23,0.0,0.1,0,23,0.0,0.1,0,23,0.0,0.1,0,23,0.0,0.1,0,23,0.0,0.1,603,303,2.4,1.2,563,270,2.2,1.1,36,38,0.1,0.1,50,38,0.2,0.1,175,79,0.7,0.3,29,46,0.1,0.2,25362,41,25362,(X),21802,544,86.0,2.2,2249,464,8.9,1.8,137,85,0.5,0.3,861,250,3.4,1.0,0,23,0.0,0.1,876,373,3.5,1.5,25362,41,25362,(X),2118,477,8.4,1.9,106,92,0.4,0.4,402,194,1.6,0.8,34,27,0.1,0.1,1576,399,6.2,1.6,23244,484,91.6,1.9,19906,679,78.5,2.7,1975,422,7.8,1.7,38,48,0.1,0.2,664,225,2.6,0.9,0,23,0.0,0.1,223,174,0.9,0.7,438,245,1.7,1.0,200,233,0.8,0.9,238,96,0.9,0.4,10239,272,(X),(X),19154,369,19154,(X),8755,376,45.7,1.6,10399,351,54.3,1.6
8600000US02108,02108,ZCTA5 02108,4211,514,4211,(X),1977,341,46.9,5.0,2234,322,53.1,5.0,88.5,18.0,(X),(X),294,186,7.0,4.1,130,108,3.1,2.5,129,94,3.1,2.2,301,165,7.1,3.5,190,110,4.5,2.8,1170,255,27.8,6.0,596,245,14.2,5.1,380,144,9.0,3.3,274,123,6.5,2.9,233,121,5.5,2.9,333,145,7.9,3.6,162,98,3.8,2.3,19,31,0.5,0.8,34.0,2.1,(X),(X),567,231,13.5,4.8,3658,431,86.9,4.7,3644,428,86.5,4.8,3329,377,79.1,6.1,633,212,15.0,5.1,514,177,12.2,4.3,3644,428,3644,(X),1659,274,45.5,5.1,1985,290,54.5,5.1,83.6,17.1,(X),(X),514,177,514,(X),239,93,46.5,12.8,275,127,53.5,12.8,86.9,47.0,(X),(X),4211,514,4211,(X),4046,474,96.1,2.9,165,130,3.9,2.9,4046,474,96.1,2.9,3563,454,84.6,5.8,223,105,5.3,2.2,22,27,0.5,0.6,0,12,0.0,0.8,0,12,0.0,0.8,5,11,0.1,0.3,0,12,0.0,0.8,204,142,4.8,3.5,19,22,0.5,0.5,100,75,2.4,1.8,17,27,0.4,0.7,0,12,0.0,0.8,68,108,1.6,2.6,0,12,0.0,0.8,0,12,0.0,0.8,0,12,0.0,0.8,0,12,0.0,0.8,0,12,0.0,0.8,0,12,0.0,0.8,0,12,0.0,0.8,34,29,0.8,0.7,165,130,3.9,2.9,0,12,0.0,0.8,0,12,0.0,0.8,79,54,1.9,1.3,0,12,0.0,0.8,4211,514,4211,(X),3642,448,86.5,5.7,309,201,7.3,4.4,22,27,0.5,0.6,369,199,8.8,4.6,0,12,0.0,0.8,34,29,0.8,0.7,4211,514,4211,(X),176,100,4.2,2.3,10,19,0.2,0.5,17,22,0.4,0.5,19,31,0.5,0.7,130,87,3.1,2.0,4035,487,95.8,2.3,3421,443,81.2,6.3,223,105,5.3,2.2,22,27,0.5,0.6,204,142,4.8,3.5,0,12,0.0,0.8,0,12,0.0,0.8,165,130,3.9,2.9,0,12,0.0,0.8,165,130,3.9,2.9,2161,231,(X),(X),3255,410,3255,(X),1439,264,44.2,5.8,1816,294,55.8,5.8
8600000US02109,02109,ZCTA5 02109,4051,547,4051,(X),2290,481,56.5,6.9,1761,304,43.5,6.9,130.0,36.4,(X),(X),181,129,4.5,2.9,33,29,0.8,0.7,39,41,1.0,1.0,51,34,1.3,0.8,255,104,6.3,2.6,1681,376,41.5,7.4,375,162,9.3,3.7,525,176,13.0,4.0,200,85,4.9,2.1,164,99,4.0,2.4,285,140,7.0,3.2,149,67,3.7,1.7,113,84,2.8,2.1,32.6,2.6,(X),(X),274,141,6.8,3.1,3790,489,93.6,3.2,3777,488,93.2,3.1,3721,486,91.9,3.2,625,229,15.4,5.3,547,220,13.5,5.1,3777,488,3777,(X),2135,464,56.5,7.5,1642,284,43.5,7.5,130.0,39.3,(X),(X),547,220,547,(X),230,116,42.0,18.2,317,177,58.0,18.2,72.6,57.0,(X),(X),4051,547,4051,(X),3983,551,98.3,1.3,68,53,1.7,1.3,3983,551,98.3,1.3,3419,463,84.4,5.9,157,204,3.9,4.8,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,343,184,8.5,4.4,115,112,2.8,2.7,181,141,4.5,3.4,0,12,0.0,0.9,0,12,0.0,0.9,19,22,0.5,0.6,9,19,0.2,0.5,19,22,0.5,0.5,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,64,86,1.6,2.1,68,53,1.7,1.3,34,45,0.8,1.1,1,2,0.0,0.1,33,26,0.8,0.6,0,12,0.0,0.9,4051,547,4051,(X),3487,458,86.1,5.8,191,208,4.7,4.9,1,2,0.0,0.1,376,191,9.3,4.6,0,12,0.0,0.9,64,86,1.6,2.1,4051,547,4051,(X),133,76,3.3,1.8,27,43,0.7,1.1,27,38,0.7,0.9,0,12,0.0,0.9,79,50,2.0,1.3,3918,530,96.7,1.8,3341,451,82.5,6.5,144,204,3.6,4.8,0,12,0.0,0.9,343,184,8.5,4.4,0,12,0.0,0.9,56,84,1.4,2.1,34,26,0.8,0.6,0,12,0.0,0.9,34,26,0.8,0.6,2400,205,(X),(X),3301,461,3301,(X),1897,447,57.5,8.2,1404,267,42.5,8.2
8600000US02110,02110,ZCTA5 02110,2270,419,2270,(X),1166,254,51.4,5.8,1104,241,48.6,5.8,105.6,24.4,(X),(X),29,32,1.3,1.4,71,72,3.1,3.0,100,93,4.4,3.7,0,12,0.0,1.5,119,144,5.2,6.3,396,145,17.4,5.8,191,120,8.4,4.7,252,149,11.1,5.9,349,160,15.4,7.2,110,88,4.8,3.8,411,121,18.1,5.1,200,79,8.8,3.7,42,49,1.9,2.2,54.3,5.2,(X),(X),200,163,8.8,6.3,2070,337,91.2,6.3,2070,337,91.2,6.3,2070,337,91.2,6.3,750,159,33.0,6.8,653,129,28.8,5.6,2070,337,2070,(X),1080,226,52.2,6.1,990,194,47.8,6.1,109.1,26.4,(X),(X),653,129,653,(X),347,87,53.1,7.9,306,79,46.9,7.9,113.4,34.9,(X),(X),2270,419,2270,(X),2248,424,99.0,1.4,22,30,1.0,1.4,2248,424,99.0,1.4,1896,307,83.5,7.7,92,99,4.1,4.2,0,12,0.0,1.5,0,12,0.0,1.5,0,12,0.0,1.5,0,12,0.0,1.5,0,12,0.0,1.5,260,238,11.5,9.5,18,28,0.8,1.3,224,232,9.9,9.4,0,12,0.0,1.5,0,12,0.0,1.5,0,12,0.0,1.5,18,29,0.8,1.3,0,12,0.0,1.5,0,12,0.0,1.5,0,12,0.0,1.5,0,12,0.0,1.5,0,12,0.0,1.5,0,12,0.0,1.5,0,12,0.0,1.5,22,30,1.0,1.4,15,25,0.7,1.1,0,12,0.0,1.5,0,12,0.0,1.5,7,17,0.3,0.8,2270,419,2270,(X),1911,306,84.2,7.9,114,104,5.0,4.5,7,17,0.3,0.8,260,238,11.5,9.5,0,12,0.0,1.5,0,12,0.0,1.5,2270,419,2270,(X),41,38,1.8,1.7,0,12,0.0,1.5,0,12,0.0,1.5,0,12,0.0,1.5,41,38,1.8,1.7,2229,422,98.2,1.7,1870,305,82.4,7.6,92,99,4.1,4.2,0,12,0.0,1.5,260,238,11.5,9.5,0,12,0.0,1.5,0,12,0.0,1.5,7,17,0.3,0.8,0,12,0.0,1.5,7,17,0.3,0.8,1705,212,(X),(X),1955,336,1955,(X),1026,224,52.5,6.3,929,192,47.5,6.3
8600000US02111,02111,ZCTA5 02111,7452,594,7452,(X),3490,415,46.8,4.3,3962,457,53.2,4.3,88.1,15.3,(X),(X),324,182,4.3,2.3,288,173,3.9,2.3,119,84,1.6,1.2,761,232,10.2,3.0,663,200,8.9,2.5,1864,362,25.0,4.7,800,250,10.7,3.2,935,239,12.5,2.8,350,134,4.7,1.8,454,182,6.1,2.4,361,145,4.8,1.9,336,120,4.5,1.6,197,93,2.6,1.3,33.0,2.2,(X),(X),790,155,10.6,1.8,6709,531,90.0,1.9,6662,531,89.4,1.8,5724,510,76.8,3.7,1203,189,16.1,2.5,894,139,12.0,1.9,6662,531,6662,(X),3022,358,45.4,4.4,3640,430,54.6,4.4,83.0,14.6,(X),(X),894,139,894,(X),423,106,47.3,9.2,471,107,52.7,9.2,89.8,33.1,(X),(X),7452,594,7452,(X),7151,629,96.0,3.0,301,224,4.0,3.0,7151,629,96.0,3.0,3250,410,43.6,4.5,156,73,2.1,1.0,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,3673,496,49.3,5.0,75,56,1.0,0.8,3093,515,41.5,5.8,119,95,1.6,1.3,28,37,0.4,0.5,133,109,1.8,1.4,15,22,0.2,0.3,210,156,2.8,2.1,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,72,52,1.0,0.7,301,224,4.0,3.0,45,41,0.6,0.5,19,30,0.3,0.4,218,211,2.9,2.9,0,17,0.0,0.5,7452,594,7452,(X),3551,447,47.7,5.1,201,81,2.7,1.1,19,30,0.3,0.4,3891,467,52.2,4.5,0,17,0.0,0.5,91,58,1.2,0.8,7452,594,7452,(X),522,228,7.0,3.1,33,35,0.4,0.5,211,215,2.8,2.9,5,9,0.1,0.1,273,135,3.7,1.8,6930,626,93.0,3.1,2923,404,39.2,4.5,145,68,1.9,0.9,0,17,0.0,0.5,3673,496,49.3,5.0,0,17,0.0,0.5,0,17,0.0,0.5,189,99,2.5,1.3,19,26,0.3,0.3,170,97,2.3,1.3,3852,255,(X),(X),4797,472,4797,(X),2006,327,41.8,5.8,2791,404,58.2,5.8
8600000US02113,02113,ZCTA5 02113,7464,456,7464,(X),3865,393,51.8,3.8,3599,334,48.2,3.8,107.4,16.4,(X),(X),84,53,1.1,0.7,83,57,1.1,0.8,166,57,2.2,0.8,0,17,0.0,0.5,951,217,12.7,2.8,3589,421,48.1,4.6,944,178,12.6,2.4,409,136,5.5,1.7,333,131,4.5,1.8,116,53,1.6,0.7,364,103,4.9,1.4,286,123,3.8,1.6,139,62,1.9,0.8,29.9,0.9,(X),(X),333,99,4.5,1.3,7131,427,95.5,1.3,7131,427,95.5,1.3,7081,420,94.9,1.3,855,172,11.5,2.2,789,166,10.6,2.1,7131,427,7131,(X),3683,383,51.6,4.1,3448,334,48.4,4.1,106.8,17.4,(X),(X),789,166,789,(X),389,98,49.3,7.7,400,108,50.7,7.7,97.3,31.0,(X),(X),7464,456,7464,(X),7352,449,98.5,0.9,112,67,1.5,0.9,7352,449,98.5,0.9,7022,473,94.1,2.0,52,45,0.7,0.6,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,161,78,2.2,1.0,100,69,1.3,0.9,55,39,0.7,0.5,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,6,10,0.1,0.1,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,117,58,1.6,0.8,112,67,1.5,0.9,23,24,0.3,0.3,0,17,0.0,0.5,33,32,0.4,0.4,10,16,0.1,0.2,7464,456,7464,(X),7124,475,95.4,1.5,104,64,1.4,0.9,19,22,0.3,0.3,194,93,2.6,1.2,0,17,0.0,0.5,154,74,2.1,1.0,7464,456,7464,(X),509,170,6.8,2.3,91,69,1.2,0.9,127,75,1.7,1.0,48,47,0.6,0.6,243,115,3.3,1.5,6955,470,93.2,2.3,6637,478,88.9,2.7,43,41,0.6,0.6,0,17,0.0,0.5,161,78,2.2,1.0,0,17,0.0,0.5,38,40,0.5,0.5,76,47,1.0,0.6,0,17,0.0,0.5,76,47,1.0,0.6,4760,145,(X),(X),6793,420,6793,(X),3494,367,51.4,4.1,3299,333,48.6,4.1
8600000US02114,02114,ZCTA5 02114,13247,661,13247,(X),6620,512,50.0,2.8,6627,487,50.0,2.8,99.9,11.5,(X),(X),510,166,3.8,1.2,134,54,1.0,0.4,223,116,1.7,0.9,330,147,2.5,1.1,1218,216,9.2,1.7,5385,558,40.7,3.2,1589,233,12.0,1.7,1058,219,8.0,1.6,485,142,3.7,1.1,689,146,5.2,1.1,869,201,6.6,1.5,601,129,4.5,1.0,156,74,1.2,0.6,32.1,0.7,(X),(X),912,211,6.9,1.5,12367,592,93.4,1.4,12335,595,93.1,1.5,11985,592,90.5,1.9,2059,266,15.5,2.0,1626,258,12.3,2.0,12335,595,12335,(X),6150,495,49.9,3.0,6185,446,50.1,3.0,99.4,11.9,(X),(X),1626,258,1626,(X),732,149,45.0,7.3,894,201,55.0,7.3,81.9,25.2,(X),(X),13247,661,13247,(X),12983,646,98.0,0.7,264,91,2.0,0.7,12983,646,98.0,0.7,10504,703,79.3,3.5,613,172,4.6,1.3,7,13,0.1,0.1,7,13,0.1,0.1,0,19,0.0,0.3,0,19,0.0,0.3,0,19,0.0,0.3,1403,304,10.6,2.3,323,151,2.4,1.1,672,183,5.1,1.4,65,54,0.5,0.4,53,34,0.4,0.3,92,70,0.7,0.5,29,35,0.2,0.3,169,120,1.3,0.9,0,19,0.0,0.3,0,19,0.0,0.3,0,19,0.0,0.3,0,19,0.0,0.3,0,19,0.0,0.3,456,303,3.4,2.2,264,91,2.0,0.7,37,33,0.3,0.3,22,25,0.2,0.2,154,69,1.2,0.5,0,19,0.0,0.3,13247,661,13247,(X),10734,693,81.0,3.2,677,186,5.1,1.4,29,28,0.2,0.2,1591,325,12.0,2.4,44,51,0.3,0.4,463,302,3.5,2.2,13247,661,13247,(X),1432,413,10.8,3.0,70,67,0.5,0.5,704,345,5.3,2.5,102,107,0.8,0.8,556,171,4.2,1.3,11815,648,89.2,3.0,9625,671,72.7,3.8,523,147,3.9,1.1,7,13,0.1,0.1,1403,304,10.6,2.3,0,19,0.0,0.3,9,13,0.1,0.1,248,91,1.9,0.7,7,10,0.1,0.1,241,92,1.8,0.7,8080,247,(X),(X),11221,613,11221,(X),5597,517,49.9,3.3,5624,441,50.1,3.3
8600000US02115,02115,ZCTA5 02115,29244,1213,29244,(X),14490,855,49.5,1.7,14754,687,50.5,1.7,98.2,6.5,(X),(X),367,129,1.3,0.4,617,163,2.1,0.5,244,124,0.8,0.4,7948,637,27.2,1.5,8497,611,29.1,1.8,4652,521,15.9,1.7,1603,260,5.5,0.9,1666,311,5.7,1.0,688,169,2.4,0.6,661,174,2.3,0.6,963,158,3.3,0.5,1004,230,3.4,0.8,334,106,1.1,0.4,22.0,0.3,(X),(X),1478,239,5.1,0.7,27941,1121,95.5,0.7,27766,1105,94.9,0.7,16670,647,57.0,1.7,2691,292,9.2,1.0,2301,257,7.9,0.9,27766,1105,27766,(X),13715,778,49.4,1.6,14051,631,50.6,1.6,97.6,6.3,(X),(X),2301,257,2301,(X),925,181,40.2,5.9,1376,190,59.8,5.9,67.2,16.8,(X),(X),29244,1213,29244,(X),28296,1231,96.8,0.9,948,246,3.2,0.9,28296,1231,96.8,0.9,19506,1060,66.7,1.7,2421,390,8.3,1.3,49,45,0.2,0.2,12,13,0.0,0.1,0,23,0.0,0.1,0,23,0.0,0.1,0,23,0.0,0.1,4531,346,15.5,1.1,884,189,3.0,0.6,2302,280,7.9,1.0,180,114,0.6,0.4,191,89,0.7,0.3,473,114,1.6,0.4,188,76,0.6,0.3,313,108,1.1,0.4,32,36,0.1,0.1,32,36,0.1,0.1,0,23,0.0,0.1,0,23,0.0,0.1,0,23,0.0,0.1,1757,380,6.0,1.3,948,246,3.2,0.9,227,196,0.8,0.7,109,125,0.4,0.4,341,91,1.2,0.3,0,23,0.0,0.1,29244,1213,29244,(X),20374,1092,69.7,1.8,2702,442,9.2,1.5,164,135,0.6,0.5,4947,337,16.9,1.1,89,65,0.3,0.2,1941,396,6.6,1.3,29244,1213,29244,(X),4086,443,14.0,1.4,534,182,1.8,0.6,759,233,2.6,0.8,241,102,0.8,0.3,2552,372,8.7,1.2,25158,1141,86.0,1.4,17646,1024,60.3,2.0,2153,355,7.4,1.2,38,42,0.1,0.1,4436,337,15.2,1.1,18,28,0.1,0.1,168,87,0.6,0.3,699,171,2.4,0.6,75,47,0.3,0.2,624,159,2.1,0.5,10150,269,(X),(X),23456,1045,23456,(X),11604,692,49.5,1.7,11852,614,50.5,1.7
